vessel_call_id,vessel_name,voyage_no,customer_id,terminal_id,eta,ata,atd,total_moves_planned,total_moves_actual,status
757,HYUNDAI VICTORY,V173E,8,3,2025-12-14 06:00:00,2025-12-14 07:16:38.219,2025-12-15 17:16:38.219,570,584,Departed
758,COSCO SHIPPING UNIVERSE,V425E,6,1,2025-12-14 01:15:00,2025-12-13 21:57:29.143,2025-12-15 17:57:29.143,2528,2301,Departed
759,WAN HAI 805,V536E,11,3,2025-12-15 13:15:00,2025-12-15 11:50:00.829,2025-12-17 00:50:00.829,1017,1074,Departed
760,OOCL HONG KONG,V996E,8,3,2025-12-15 17:00:00,2025-12-15 17:10:45.512,2025-12-16 10:10:45.512,545,540,Departed
761,HYUNDAI VICTORY,V115E,6,1,2025-12-16 21:30:00,2025-12-16 20:54:47.823,2025-12-17 15:54:47.823,771,827,Departed
762,ONE APUS,V777E,10,1,2025-12-16 18:00:00,2025-12-16 18:04:21.393,2025-12-18 10:04:21.393,631,605,Departed
763,MSC OSCAR,V705E,4,2,2025-12-17 08:00:00,2025-12-17 08:44:16.219,2025-12-18 17:44:16.219,1567,1592,Departed
764,HMM ALGECIRAS,V567E,8,3,2025-12-17 22:30:00,2025-12-17 22:35:43.175,2025-12-19 08:35:43.175,1462,1478,Departed
765,ZIM ROTTERDAM,V304E,2,1,2025-12-17 04:15:00,2025-12-17 05:16:42.549,2025-12-18 13:16:42.549,402,371,Departed
766,OOCL HONG KONG,V249E,5,2,2025-12-18 22:30:00,2025-12-18 21:55:36.622,2025-12-20 18:55:36.622,1981,1991,Departed
767,COSCO SHIPPING UNIVERSE,V515E,5,2,2025-12-18 13:00:00,2025-12-18 13:13:51.039,2025-12-19 06:13:51.039,1284,1230,Departed
768,CMA CGM MARCO POLO,V774E,4,2,2025-12-19 21:15:00,2025-12-20 01:25:57.011,2025-12-21 08:25:57.011,2419,2539,Departed
769,EVER GIVEN,V801E,3,1,2025-12-19 14:45:00,2025-12-19 16:04:54.312,2025-12-20 21:04:54.312,401,417,Departed
770,ONE APUS,V120E,3,3,2025-12-19 12:30:00,2025-12-19 11:23:00.057,2025-12-21 01:23:00.057,2121,2184,Departed
771,MSC OSCAR,V603E,7,3,2025-12-19 21:15:00,2025-12-19 22:14:11.945,2025-12-21 19:14:11.945,1518,1629,Departed
772,ONE APUS,V389E,4,3,2025-12-20 16:45:00,2025-12-20 13:11:58.162,2025-12-22 03:11:58.162,2702,2839,Departed
773,WAN HAI 805,V666E,10,2,2025-12-20 09:45:00,2025-12-20 10:24:00.400,2025-12-21 04:24:00.400,1243,1275,Departed
774,ONE APUS,V712E,9,3,2025-12-21 20:00:00,2025-12-21 20:38:04.565,2025-12-23 06:38:04.565,1622,1568,Departed
775,YM WISDOM,V129E,2,1,2025-12-21 08:15:00,2025-12-21 06:25:45.764,2025-12-23 05:25:45.764,652,616,Departed
776,ONE APUS,V478E,6,3,2025-12-21 14:30:00,2025-12-21 11:30:44.358,2025-12-22 23:30:44.358,926,930,Departed
777,HMM ALGECIRAS,V390E,6,2,2025-12-21 14:00:00,2025-12-21 10:00:00.000,2025-12-22 12:00:00.000,1758,1740,Departed
778,HYUNDAI VICTORY,V993E,7,3,2025-12-22 05:00:00,2025-12-22 02:26:49.347,2025-12-23 00:26:49.347,1389,1453,Departed
779,HYUNDAI VICTORY,V623E,2,3,2025-12-22 03:45:00,2025-12-22 06:22:36.378,2025-12-23 08:22:36.378,1595,1639,Departed
780,HYUNDAI VICTORY,V528E,12,1,2025-12-22 02:15:00,2025-12-22 02:52:59.086,2025-12-23 19:52:59.086,2082,2134,Departed
781,MAERSK MADRID,V622E,2,3,2025-12-22 17:30:00,2025-12-22 16:51:12.445,2025-12-23 08:51:12.445,2282,2374,Departed
782,ONE APUS,V701E,10,1,2025-12-23 18:30:00,2025-12-23 18:42:21.598,2025-12-24 23:42:21.598,1204,1290,Departed
783,YM WISDOM,V963E,11,2,2025-12-23 16:00:00,2025-12-23 20:02:06.301,2025-12-25 03:02:06.301,1332,1354,Departed
784,ONE APUS,V772E,11,3,2025-12-24 15:30:00,2025-12-24 15:33:01.417,2025-12-26 06:33:01.417,1215,1289,Departed
785,ONE APUS,V589E,6,3,2025-12-24 21:15:00,2025-12-24 17:52:03.440,2025-12-25 12:52:03.440,1009,1050,Departed
786,ZIM ROTTERDAM,V348E,5,1,2025-12-24 22:00:00,2025-12-25 00:29:14.950,2025-12-26 20:29:14.950,1681,1849,Departed
787,ZIM ROTTERDAM,V133E,9,3,2025-12-24 17:00:00,2025-12-24 20:45:14.513,2025-12-26 17:45:14.513,461,480,Departed
788,ZIM ROTTERDAM,V982E,7,3,2025-12-25 16:15:00,2025-12-25 17:33:02.859,2025-12-27 15:33:02.859,574,585,Departed
789,HYUNDAI VICTORY,V819E,9,1,2025-12-25 00:45:00,2025-12-25 00:16:13.195,2025-12-26 17:16:13.195,2347,2511,Departed
790,MSC OSCAR,V902E,10,3,2025-12-26 12:00:00,2025-12-26 10:52:27.056,2025-12-27 08:52:27.056,427,440,Departed
791,OOCL HONG KONG,V215E,9,1,2025-12-26 00:15:00,2025-12-26 02:54:06.486,2025-12-26 21:54:06.486,2320,2353,Departed
792,MAERSK MADRID,V119E,6,2,2025-12-26 15:15:00,2025-12-26 14:40:50.623,2025-12-27 04:40:50.623,1849,1798,Departed
793,OOCL HONG KONG,V902E,12,2,2025-12-26 10:15:00,2025-12-26 12:00:04.510,2025-12-28 09:00:04.510,2170,2016,Departed
794,OOCL HONG KONG,V470E,8,2,2025-12-27 13:30:00,2025-12-27 13:38:24.288,2025-12-29 08:38:24.288,1772,1642,Departed
795,CMA CGM MARCO POLO,V349E,2,2,2025-12-27 15:00:00,2025-12-27 14:12:42.691,2025-12-28 15:12:42.691,2427,2361,Departed
796,MSC OSCAR,V973E,3,3,2025-12-28 22:00:00,2025-12-28 21:33:02.650,2025-12-30 11:33:02.650,2488,2656,Departed
797,WAN HAI 805,V139E,11,1,2025-12-28 18:45:00,2025-12-28 18:55:45.385,2025-12-30 00:55:45.385,697,702,Departed
798,MSC OSCAR,V898E,2,3,2025-12-28 07:15:00,2025-12-28 05:45:20.705,2025-12-29 08:45:20.705,903,930,Departed
799,COSCO SHIPPING UNIVERSE,V688E,10,1,2025-12-29 12:30:00,2025-12-29 10:24:50.623,2025-12-30 07:24:50.623,803,756,Departed
800,ZIM ROTTERDAM,V955E,2,2,2025-12-29 22:00:00,2025-12-29 20:03:06.602,2025-12-31 05:03:06.602,2267,2363,Departed
801,MSC OSCAR,V495E,3,1,2025-12-29 11:45:00,2025-12-29 10:15:43.994,2025-12-30 15:15:43.994,1325,1283,Departed
802,COSCO SHIPPING UNIVERSE,V705E,12,1,2025-12-29 11:15:00,2025-12-29 13:37:15.016,2025-12-30 04:37:15.016,1961,1815,Departed
803,ONE APUS,V363E,4,2,2025-12-30 02:30:00,2025-12-30 07:34:23.631,2025-12-31 00:34:23.631,481,458,Departed
804,MSC OSCAR,V725E,6,2,2025-12-30 03:45:00,2025-12-30 03:53:35.475,2026-01-01 00:53:35.475,2276,2291,Departed
805,ONE APUS,V539E,11,1,2025-12-30 03:45:00,2025-12-30 01:31:51.509,2025-12-31 04:31:51.509,2685,2501,Departed
806,YM WISDOM,V218E,4,3,2025-12-31 10:45:00,2025-12-31 11:33:15.538,2026-01-02 10:33:15.538,708,640,Departed
807,ZIM ROTTERDAM,V991E,2,2,2025-12-31 21:00:00,2025-12-31 18:46:52.605,2026-01-01 20:46:52.605,1753,1752,Departed
808,COSCO SHIPPING UNIVERSE,V447E,2,2,2025-12-31 02:15:00,2025-12-31 01:35:52.792,2026-01-01 09:35:52.792,1081,1135,Departed
809,ONE APUS,V111E,1,2,2025-12-31 11:15:00,2025-12-31 12:33:39.612,2026-01-01 09:33:39.612,1355,1307,Departed
810,CMA CGM MARCO POLO,V839E,4,3,2026-01-01 23:30:00,2026-01-01 22:07:12.155,2026-01-03 06:07:12.155,2632,2895,Departed
811,HYUNDAI VICTORY,V934E,2,2,2026-01-01 19:15:00,2026-01-01 17:49:18.963,2026-01-02 08:49:18.963,664,686,Departed
812,EVER GIVEN,V253E,4,1,2026-01-01 14:30:00,2026-01-01 12:57:37.822,2026-01-03 04:57:37.822,1748,1831,Departed
813,ZIM ROTTERDAM,V328E,11,3,2026-01-01 12:00:00,2026-01-01 14:07:20.277,2026-01-03 02:07:20.277,2312,2087,Departed
814,ZIM ROTTERDAM,V899E,11,2,2026-01-02 06:45:00,2026-01-02 08:42:28.915,2026-01-03 15:42:28.915,2390,2505,Departed
815,COSCO SHIPPING UNIVERSE,V603E,11,1,2026-01-02 09:45:00,2026-01-02 10:55:17.570,2026-01-03 19:55:17.570,694,677,Departed
816,OOCL HONG KONG,V186E,3,2,2026-01-03 11:30:00,2026-01-03 12:50:12.353,2026-01-04 04:50:12.353,1809,1699,Departed
817,WAN HAI 805,V681E,11,3,2026-01-03 02:45:00,2026-01-03 03:43:45.904,2026-01-03 19:43:45.904,822,807,Departed
818,EVER GIVEN,V187E,12,2,2026-01-03 05:00:00,2026-01-03 03:59:45.864,2026-01-03 19:59:45.864,1792,1750,Departed
819,OOCL HONG KONG,V415E,1,1,2026-01-04 12:30:00,2026-01-04 11:14:44.840,2026-01-06 08:14:44.840,1857,1772,Departed
820,WAN HAI 805,V720E,5,3,2026-01-04 13:15:00,2026-01-04 09:46:24.972,2026-01-05 12:46:24.972,2513,2598,Departed
821,WAN HAI 805,V477E,10,1,2026-01-04 14:30:00,2026-01-04 18:50:36.396,2026-01-06 08:50:36.396,1346,1423,Departed
822,YM WISDOM,V377E,6,3,2026-01-04 12:00:00,2026-01-04 12:05:18.074,2026-01-05 09:05:18.074,631,615,Departed
823,OOCL HONG KONG,V711E,12,1,2026-01-05 09:15:00,2026-01-05 09:01:36.804,2026-01-07 02:01:36.804,1064,1094,Departed
824,HYUNDAI VICTORY,V929E,7,3,2026-01-05 13:15:00,2026-01-05 12:17:43.998,2026-01-06 02:17:43.998,2348,2313,Departed
825,YM WISDOM,V309E,6,3,2026-01-05 08:00:00,2026-01-05 06:33:39.008,2026-01-06 22:33:39.008,643,684,Departed
826,MAERSK MADRID,V716E,9,3,2026-01-05 20:00:00,2026-01-05 17:39:13.122,2026-01-06 09:39:13.122,1768,1877,Departed
827,COSCO SHIPPING UNIVERSE,V244E,5,1,2026-01-06 09:15:00,2026-01-06 11:42:54.069,2026-01-07 19:42:54.069,2569,2608,Departed
828,EVER GIVEN,V937E,6,3,2026-01-06 20:45:00,2026-01-06 21:53:44.414,2026-01-08 10:53:44.414,782,800,Departed
829,WAN HAI 805,V676E,2,2,2026-01-07 01:30:00,2026-01-07 01:57:06.649,2026-01-07 22:57:06.649,2610,2782,Departed
830,WAN HAI 805,V347E,11,3,2026-01-07 17:45:00,2026-01-07 14:07:33.004,2026-01-09 09:07:33.004,2450,2260,Departed
831,ONE APUS,V547E,1,1,2026-01-07 22:45:00,2026-01-07 23:48:07.356,2026-01-08 21:48:07.356,1260,1204,Departed
832,ZIM ROTTERDAM,V548E,12,2,2026-01-07 03:15:00,2026-01-07 03:01:20.577,2026-01-07 21:01:20.577,660,612,Departed
833,YM WISDOM,V378E,3,2,2026-01-08 01:30:00,2026-01-08 06:43:26.298,2026-01-09 18:43:26.298,1191,1235,Departed
834,CMA CGM MARCO POLO,V563E,3,1,2026-01-08 15:45:00,2026-01-08 15:22:31.342,2026-01-09 14:22:31.342,1855,2040,Departed
835,ONE APUS,V415E,2,3,2026-01-08 09:15:00,2026-01-08 09:08:21.531,2026-01-10 01:08:21.531,2789,2867,Departed
836,YM WISDOM,V401E,8,2,2026-01-08 06:00:00,2026-01-08 02:00:00.000,2026-01-09 15:00:00.000,2738,2899,Departed
837,HMM ALGECIRAS,V285E,10,1,2026-01-09 03:30:00,2026-01-09 03:35:55.113,2026-01-10 23:35:55.113,2202,2144,Departed
838,ZIM ROTTERDAM,V893E,7,3,2026-01-09 12:45:00,2026-01-09 15:23:22.444,2026-01-11 09:23:22.444,2140,2273,Departed
839,ZIM ROTTERDAM,V514E,12,2,2026-01-09 08:30:00,2026-01-09 06:24:46.004,2026-01-10 00:24:46.004,1065,1105,Departed
840,YM WISDOM,V682E,7,1,2026-01-09 03:15:00,2026-01-09 00:07:45.338,2026-01-10 20:07:45.338,1120,1095,Departed
841,OOCL HONG KONG,V386E,11,3,2026-01-10 18:00:00,2026-01-10 17:21:44.277,2026-01-12 17:21:44.277,1954,1988,Departed
842,MSC OSCAR,V479E,2,2,2026-01-10 14:15:00,2026-01-10 14:47:24.871,2026-01-11 16:47:24.871,1998,1971,Departed
843,COSCO SHIPPING UNIVERSE,V618E,8,3,2026-01-11 04:00:00,2026-01-11 04:29:41.528,2026-01-13 00:29:41.528,2102,2087,Departed
844,MSC OSCAR,V451E,10,2,2026-01-11 14:15:00,2026-01-11 12:08:18.917,2026-01-13 08:08:18.917,2399,2444,Departed
845,ONE APUS,V471E,11,2,2026-01-11 15:00:00,2026-01-11 13:36:00.900,2026-01-13 09:36:00.900,2242,2290,Departed
846,HMM ALGECIRAS,V964E,8,2,2026-01-12 01:15:00,2026-01-12 02:39:38.862,2026-01-13 21:39:38.862,1141,1191,Departed
847,MSC OSCAR,V285E,2,3,2026-01-12 11:30:00,2026-01-12 09:27:20.553,2026-01-13 22:27:20.553,986,931,Departed
848,MAERSK MADRID,V361E,10,3,2026-01-12 11:45:00,2026-01-12 12:01:18.513,2026-01-13 19:01:18.513,1358,1284,Departed
849,CMA CGM MARCO POLO,V309E,2,1,2026-01-13 02:30:00,2026-01-13 02:21:48.415,2026-01-14 02:21:48.415,2136,2168,Departed
850,MSC OSCAR,V357E,1,3,2026-01-13 19:15:00,2026-01-13 19:53:19.899,2026-01-15 00:53:19.899,781,793,Departed
851,OOCL HONG KONG,V174E,3,3,2026-01-13 14:45:00,2026-01-13 14:28:22.220,2026-01-14 18:28:22.220,1921,1665,Departed
852,CMA CGM MARCO POLO,V485E,7,1,2026-01-13 07:15:00,2026-01-13 09:58:07.639,2026-01-14 01:58:07.639,1003,1075,Departed
853,WAN HAI 805,V917E,8,1,2026-01-14 06:15:00,2026-01-14 03:36:53.236,2026-01-15 16:36:53.236,2005,1961,Departed
854,WAN HAI 805,V371E,6,3,2026-01-14 02:00:00,2026-01-14 00:04:26.899,2026-01-15 14:04:26.899,547,560,Departed
855,MAERSK MADRID,V354E,4,3,2026-01-15 05:15:00,2026-01-15 08:37:21.749,2026-01-16 02:37:21.749,2269,2150,Departed
856,WAN HAI 805,V752E,11,1,2026-01-15 20:45:00,2026-01-15 17:46:29.328,2026-01-17 06:46:29.328,2185,2189,Departed
857,HYUNDAI VICTORY,V832E,12,3,2026-01-16 11:15:00,2026-01-16 12:43:45.443,2026-01-17 11:43:45.443,638,636,Departed
858,HYUNDAI VICTORY,V282E,10,1,2026-01-16 15:00:00,2026-01-16 16:05:11.452,2026-01-17 17:05:11.452,2453,2529,Departed
859,OOCL HONG KONG,V303E,7,1,2026-01-16 07:15:00,2026-01-16 04:24:08.349,2026-01-17 21:24:08.349,1698,1744,Departed
860,ONE APUS,V189E,9,2,2026-01-16 03:15:00,2026-01-16 02:41:35.940,2026-01-17 19:41:35.940,2089,2069,Departed
861,HYUNDAI VICTORY,V654E,5,2,2026-01-17 07:30:00,2026-01-17 06:56:29.960,2026-01-18 11:56:29.960,833,892,Departed
862,YM WISDOM,V390E,5,3,2026-01-17 19:00:00,2026-01-17 20:38:53.441,2026-01-19 08:38:53.441,1907,2012,Departed
863,ONE APUS,V165E,12,2,2026-01-17 17:00:00,2026-01-17 17:09:28.133,2026-01-19 01:09:28.133,1313,1388,Departed
864,COSCO SHIPPING UNIVERSE,V123E,10,1,2026-01-18 19:45:00,2026-01-18 20:41:21.591,2026-01-20 07:41:21.591,1443,1392,Departed
865,COSCO SHIPPING UNIVERSE,V939E,4,3,2026-01-18 01:15:00,2026-01-18 02:48:42.981,2026-01-19 18:48:42.981,1991,2010,Departed
866,ZIM ROTTERDAM,V148E,5,2,2026-01-18 20:15:00,2026-01-18 20:27:51.429,2026-01-20 09:27:51.429,1201,1042,Departed
867,OOCL HONG KONG,V603E,8,3,2026-01-19 06:30:00,2026-01-19 04:47:09.481,2026-01-20 14:47:09.481,2417,2264,Departed
868,CMA CGM MARCO POLO,V959E,7,1,2026-01-19 09:30:00,2026-01-19 08:02:28.679,2026-01-20 14:02:28.679,2441,2577,Departed
869,COSCO SHIPPING UNIVERSE,V807E,8,1,2026-01-19 21:00:00,2026-01-19 20:06:28.389,2026-01-20 19:06:28.389,726,731,Departed
870,ZIM ROTTERDAM,V742E,12,3,2026-01-19 15:15:00,2026-01-19 13:02:59.308,2026-01-21 12:02:59.308,1913,1832,Departed
871,HMM ALGECIRAS,V672E,3,1,2026-01-20 15:30:00,2026-01-20 15:37:45.930,2026-01-22 09:37:45.930,1524,1576,Departed
872,COSCO SHIPPING UNIVERSE,V992E,12,3,2026-01-20 02:30:00,2026-01-20 01:56:55.928,2026-01-20 23:56:55.928,931,950,Departed
873,EVER GIVEN,V704E,6,1,2026-01-21 18:45:00,2026-01-21 19:51:44.178,2026-01-22 10:51:44.178,1081,1043,Departed
874,EVER GIVEN,V723E,8,3,2026-01-21 01:15:00,2026-01-21 01:11:47.141,2026-01-22 08:11:47.141,1492,1322,Departed
875,MAERSK MADRID,V345E,6,3,2026-01-21 13:15:00,2026-01-21 14:43:39.355,2026-01-22 19:43:39.355,600,563,Departed
876,YM WISDOM,V672E,12,3,2026-01-22 09:45:00,2026-01-22 09:44:24.654,2026-01-23 17:44:24.654,2215,2118,Departed
877,HYUNDAI VICTORY,V943E,10,1,2026-01-22 08:30:00,2026-01-22 06:20:08.577,2026-01-23 18:20:08.577,1305,1222,Departed
878,YM WISDOM,V204E,11,2,2026-01-22 09:00:00,2026-01-22 08:39:07.427,2026-01-23 07:39:07.427,2109,2238,Departed
879,MSC OSCAR,V541E,2,3,2026-01-23 00:45:00,2026-01-23 05:46:09.542,2026-01-25 03:46:09.542,441,436,Departed
880,HMM ALGECIRAS,V737E,10,1,2026-01-23 20:15:00,2026-01-23 21:51:01.334,2026-01-25 17:51:01.334,2259,2401,Departed
881,MSC OSCAR,V658E,11,2,2026-01-23 13:30:00,2026-01-23 15:27:31.991,2026-01-24 08:27:31.991,724,760,Departed
882,WAN HAI 805,V174E,11,1,2026-01-23 19:30:00,2026-01-23 20:32:19.057,2026-01-24 13:32:19.057,1583,1489,Departed
883,ZIM ROTTERDAM,V584E,1,1,2026-01-24 21:30:00,2026-01-24 21:34:00.540,2026-01-26 07:34:00.540,810,855,Departed
884,HYUNDAI VICTORY,V899E,8,2,2026-01-24 23:00:00,2026-01-24 23:18:36.006,2026-01-26 00:18:36.006,946,924,Departed
885,YM WISDOM,V158E,8,1,2026-01-25 03:45:00,2026-01-25 05:35:09.886,2026-01-26 20:35:09.886,1700,1673,Departed
886,OOCL HONG KONG,V670E,7,2,2026-01-25 08:15:00,2026-01-25 04:15:00.000,2026-01-26 16:15:00.000,1897,1944,Departed
887,YM WISDOM,V587E,2,1,2026-01-26 05:45:00,2026-01-26 07:08:51.613,2026-01-27 07:08:51.613,1734,1668,Departed
888,ONE APUS,V840E,12,2,2026-01-26 21:15:00,2026-01-26 23:37:58.880,2026-01-28 11:37:58.880,1161,1214,Departed
889,COSCO SHIPPING UNIVERSE,V570E,4,2,2026-01-26 19:45:00,2026-01-26 18:49:25.477,2026-01-28 02:49:25.477,638,637,Departed
890,ZIM ROTTERDAM,V235E,8,1,2026-01-27 01:00:00,2026-01-27 01:32:52.563,2026-01-27 22:32:52.563,2621,2725,Departed
891,ZIM ROTTERDAM,V131E,6,3,2026-01-27 19:45:00,2026-01-27 22:40:00.135,2026-01-29 09:40:00.135,1361,1456,Departed
892,OOCL HONG KONG,V446E,7,2,2026-01-27 15:30:00,2026-01-27 15:58:07.297,2026-01-28 16:58:07.297,1343,1379,Departed
893,HYUNDAI VICTORY,V412E,1,2,2026-01-27 19:45:00,2026-01-27 20:53:17.923,2026-01-28 22:53:17.923,1613,1498,Departed
894,OOCL HONG KONG,V324E,5,1,2026-01-28 19:45:00,2026-01-28 20:29:09.988,2026-01-29 23:29:09.988,657,608,Departed
895,MSC OSCAR,V379E,8,1,2026-01-28 20:30:00,2026-01-28 21:18:30.149,2026-01-30 16:18:30.149,2401,2383,Departed
896,HMM ALGECIRAS,V748E,5,2,2026-01-29 15:45:00,2026-01-29 16:51:30.433,2026-01-31 00:51:30.433,1095,1142,Departed
897,EVER GIVEN,V594E,7,3,2026-01-29 01:30:00,2026-01-28 22:04:23.191,2026-01-30 22:04:23.191,1757,1591,Departed
898,HYUNDAI VICTORY,V681E,11,2,2026-01-29 03:45:00,2026-01-28 23:57:17.880,2026-01-29 21:57:17.880,2620,2417,Departed
899,WAN HAI 805,V334E,8,1,2026-01-29 19:00:00,2026-01-29 20:45:24.416,2026-01-31 19:45:24.416,2525,2461,Departed
900,ONE APUS,V344E,7,2,2026-01-30 19:00:00,2026-01-30 20:14:49.424,2026-02-01 04:14:49.424,1487,1581,Departed
901,OOCL HONG KONG,V799E,12,2,2026-01-30 20:00:00,2026-01-30 19:02:56.211,2026-01-31 21:02:56.211,751,701,Departed
902,CMA CGM MARCO POLO,V910E,6,1,2026-01-30 14:45:00,2026-01-30 14:22:10.182,2026-01-31 22:22:10.182,1235,1288,Departed
903,MAERSK MADRID,V999E,9,2,2026-01-30 12:00:00,2026-01-30 10:16:42.991,2026-02-01 08:16:42.991,2585,2574,Departed
904,COSCO SHIPPING UNIVERSE,V222E,4,3,2026-01-31 03:00:00,2026-01-31 09:01:03.787,2026-02-01 09:01:03.787,1240,1255,Departed
905,COSCO SHIPPING UNIVERSE,V732E,10,3,2026-01-31 04:15:00,2026-01-31 06:00:52.281,2026-02-02 00:00:52.281,2271,2371,Departed
906,COSCO SHIPPING UNIVERSE,V468E,3,3,2026-01-31 19:15:00,2026-01-31 18:29:12.671,2026-02-01 12:29:12.671,1638,1566,Departed
907,YM WISDOM,V350E,3,3,2026-01-31 14:15:00,2026-01-31 16:30:38.246,2026-02-02 09:30:38.246,1847,2001,Departed
908,WAN HAI 805,V134E,11,3,2026-02-01 07:45:00,2026-02-01 05:51:02.120,2026-02-02 06:51:02.120,2114,2095,Departed
909,ZIM ROTTERDAM,V891E,11,3,2026-02-01 19:00:00,2026-02-01 17:06:12.791,2026-02-03 12:06:12.791,2195,2035,Departed
910,CMA CGM MARCO POLO,V624E,8,1,2026-02-01 01:45:00,2026-01-31 23:18:08.786,2026-02-02 05:18:08.786,1996,2054,Departed
911,HYUNDAI VICTORY,V976E,4,2,2026-02-02 18:15:00,2026-02-02 19:42:51.036,2026-02-04 19:42:51.036,1664,1680,Departed
912,MAERSK MADRID,V955E,3,1,2026-02-02 04:00:00,2026-02-02 02:27:07.745,2026-02-03 02:27:07.745,744,786,Departed
913,YM WISDOM,V436E,9,1,2026-02-02 23:30:00,2026-02-02 23:35:02.254,2026-02-04 05:35:02.254,2281,2336,Departed
914,COSCO SHIPPING UNIVERSE,V299E,1,1,2026-02-03 22:15:00,2026-02-03 20:50:05.871,2026-02-05 10:50:05.871,1766,1705,Departed
915,MSC OSCAR,V834E,8,3,2026-02-03 22:00:00,2026-02-03 22:16:56.336,2026-02-04 17:16:56.336,2759,2799,Departed
916,YM WISDOM,V319E,4,2,2026-02-03 13:15:00,2026-02-03 11:52:11.412,2026-02-04 22:52:11.412,1548,1457,Departed
917,MSC OSCAR,V908E,8,2,2026-02-04 05:00:00,2026-02-04 07:21:31.413,2026-02-06 06:21:31.413,2779,2852,Departed
918,HMM ALGECIRAS,V470E,11,1,2026-02-04 07:30:00,2026-02-04 09:24:50.496,2026-02-05 10:24:50.496,883,788,Departed
919,WAN HAI 805,V844E,12,1,2026-02-05 19:45:00,2026-02-05 19:55:11.173,2026-02-06 21:55:11.173,1781,1672,Departed
920,HMM ALGECIRAS,V377E,5,2,2026-02-05 10:15:00,2026-02-05 08:08:33.332,2026-02-05 23:08:33.332,2318,2360,Departed
921,MSC OSCAR,V724E,5,1,2026-02-05 16:15:00,2026-02-05 12:15:00.000,2026-02-06 08:15:00.000,2586,2371,Departed
922,YM WISDOM,V649E,4,2,2026-02-05 07:30:00,2026-02-05 09:24:09.004,2026-02-06 06:24:09.004,1040,1040,Departed
923,MAERSK MADRID,V930E,5,1,2026-02-06 16:30:00,2026-02-06 17:43:43.973,2026-02-08 14:43:43.973,892,830,Departed
924,COSCO SHIPPING UNIVERSE,V667E,8,1,2026-02-06 17:45:00,2026-02-06 16:12:36.517,2026-02-08 01:12:36.517,2534,2271,Departed
925,ONE APUS,V821E,6,2,2026-02-06 21:45:00,2026-02-06 23:25:49.975,2026-02-08 19:25:49.975,2140,2238,Departed
926,ONE APUS,V673E,7,2,2026-02-06 01:45:00,2026-02-05 21:45:00.000,2026-02-07 14:45:00.000,564,548,Departed
927,ONE APUS,V666E,7,1,2026-02-07 01:00:00,2026-02-07 01:22:46.058,2026-02-08 04:22:46.058,1849,1790,Departed
928,OOCL HONG KONG,V406E,5,2,2026-02-07 13:45:00,2026-02-07 17:08:04.508,2026-02-08 12:08:04.508,2439,2425,Departed
929,CMA CGM MARCO POLO,V542E,7,3,2026-02-08 02:15:00,2026-02-08 02:49:20.004,2026-02-09 04:49:20.004,2798,2552,Departed
930,OOCL HONG KONG,V218E,1,2,2026-02-08 08:15:00,2026-02-08 11:07:00.924,2026-02-09 13:07:00.924,2633,2755,Departed
931,MSC OSCAR,V356E,11,3,2026-02-09 06:45:00,2026-02-09 08:05:27.927,2026-02-11 04:05:27.927,1477,1483,Departed
932,HMM ALGECIRAS,V918E,7,2,2026-02-09 03:30:00,2026-02-09 02:53:59.550,2026-02-09 17:53:59.550,2144,2114,Departed
933,HYUNDAI VICTORY,V409E,3,2,2026-02-09 01:45:00,2026-02-09 05:23:45.538,2026-02-10 17:23:45.538,2579,2823,Departed
934,EVER GIVEN,V714E,4,1,2026-02-10 00:00:00,2026-02-09 23:55:42.024,2026-02-11 14:55:42.024,2197,2386,Departed
935,ZIM ROTTERDAM,V928E,8,1,2026-02-10 01:15:00,2026-02-10 00:43:39.265,2026-02-12 00:43:39.265,709,742,Departed
936,EVER GIVEN,V586E,11,1,2026-02-11 00:00:00,2026-02-11 00:27:41.254,2026-02-12 05:27:41.254,1353,1256,Departed
937,CMA CGM MARCO POLO,V173E,6,2,2026-02-11 06:15:00,2026-02-11 05:06:37.503,2026-02-12 18:06:37.503,433,430,Departed
938,EVER GIVEN,V111E,1,3,2026-02-12 04:00:00,2026-02-12 01:09:02.092,2026-02-14 01:09:02.092,517,505,Departed
939,HYUNDAI VICTORY,V447E,4,2,2026-02-12 20:00:00,2026-02-12 19:14:20.615,2026-02-13 11:14:20.615,1464,1376,Departed
940,EVER GIVEN,V535E,5,1,2026-02-13 18:15:00,2026-02-13 17:30:57.404,2026-02-15 08:30:57.404,1523,1433,Departed
941,EVER GIVEN,V350E,8,2,2026-02-13 12:45:00,2026-02-13 11:03:31.125,2026-02-14 11:03:31.125,2393,2385,Departed
942,HMM ALGECIRAS,V717E,12,3,2026-02-14 23:00:00,2026-02-15 00:45:01.678,2026-02-15 23:45:01.678,2343,2454,Departed
943,ONE APUS,V168E,2,3,2026-02-14 00:30:00,2026-02-14 05:15:28.950,2026-02-14 19:15:28.950,2364,2246,Departed
944,MSC OSCAR,V817E,5,2,2026-02-14 06:15:00,2026-02-14 08:59:00.357,2026-02-15 01:59:00.357,1468,1548,Departed
945,COSCO SHIPPING UNIVERSE,V851E,5,1,2026-02-14 08:00:00,2026-02-14 04:40:30.694,2026-02-15 21:40:30.694,1626,1607,Departed
